index;name;label;valueType
72;FISH_PROD_0803;Intake of processed fish [g/d];decimal
73;EGG_PROD_09;Intake of eggs and egg products [g/d];decimal
74;EGGS_0901;Intake of eggs [g/d];decimal
75;FAT_10;Intake of animal and vegetable fats and oils [g/d];decimal
76;VEGOILS_1001;Intake of vegetable fats and oils [g/d];decimal
77;BUTTER_1002;Intake of butter [g/d];decimal
78;MARGARINE_1003;Intake of margarines and similar [g/d];decimal
79;FRYFAT_1004;Intake of blended frying oil/fats [g/d];decimal
80;MARINEOILS_1005;Intake of fats and oils from marine sources [g/d];decimal
81;OTHER_ANIMALFAT_1006;Intake of animal fats (processed fat from animal tissue) [g/d];decimal
82;SUGAR_CONFECT_11;Intake of sugar and similar, confectionery and water-based sweet desserts [g/d];decimal
83;HONEY_JAM_1101;Intake of sugars, syrups, honey and table-top sweeteners [g/d];decimal
84;CHOCOLATE_1102;Intake of chocolate, chocolate products and chocolate coated confectionary [g/d];decimal
85;NONCHOC_SWEETS_1103;Intake of sweet bars and other formed sweet masses, candies (soft and hard) and other confectionery including breath refreshening microsweets [g/d];decimal
86;SYRUP_1104;Intake of corn syrup and sugar beet syrup [g/d];decimal
87;ICECREAM_1105;Intake of spoonable desserts and ice creams [g/d];decimal
88;ICECREAM_MILK_110501;Intake of milk-based ice cream [g/d];decimal
89;SORBET_110502;Sorbet intake [g/d];decimal
90;WATER_ICE_110503;Intake of water-based ice creams [g/d];decimal
91;CAKES_12;Intake of cakes and fine bakery products [g/d];decimal
92;VARPASTRY_1201;Intake of various pastry [g/d];decimal
93;DRYCAKE_1202;Intake of sponge biscuits and plain cakes [g/d];decimal
94;NONALC_BEV_13;Intake of non-alcoholic beverages [g/d];decimal
95;FRUITVEG_JUICE_1301;Intake of fruit and vegetable juices [g/d];decimal
96;SOFTDRINKS_1302;Intake of soft drinks [g/d];decimal
97;HOTDRINKS_1303;Intake of hot drinks and similar (coffee, cocoa, tea and herbal infusions) [g/d];decimal
98;COFFEE_130301;Coffee intake [g/d];decimal
99;TEA_130302;Tea intake [g/d];decimal
100;HERBALTEA_130303;Intake of herbal and other non-tea infusions [g/d];decimal
101;COFFEE_IMITATE_130304;Intake of chicory coffee infusion and coffee imitate beverages [g/d];decimal
102;WATER_1304;Intake of water and water-based beverages [g/d];decimal
103;ALC_BEV_14;Alcoholic beverage intake [g/d];decimal
104;WINE_1401;Intake of wine and wine-like drinks [g/d];decimal
105;FORTWINE_1402;Intake of fortified/liqueur wine [g/d];decimal
106;BEER_1403;Intake of beer and beer-like beverage [g/d];decimal
107;SPIRITS_1404;Intake of unsweetened spirits [g/d];decimal
108;HERBLIQUEUR_1405;Intake of herb liqueur [g/d];decimal
109;LIQUEURS_1406;Intake of liqueurs [g/d];decimal
110;COCKTAILS_1407;Intake of mixed alcoholic drinks [g/d];decimal
111;CONDIMENT_SAUCES_15;Intake of seasoning, sauces and condiments [g/d];decimal
112;SAUCES_1501;Intake of savoury sauces [g/d];decimal
113;TOMATOSAUCE_150101;Intake of tomato-containing cooked sauces [g/d];decimal
114;DRESSINGS_150102;Dressing intake [g/d];decimal
115;MAYONNAISE_150103;Intake of mayonnaise [g/d];decimal
116;DESSERTSAUCE_150104;Intakes of dessert sauces/toppings [g/d];decimal
117;YEAST_1502;Intake of yeast cultures [g/d];decimal
118;HERBS_SPICES_1503;Intakes of berbs, spices and similar [g/d];decimal
119;CONDIMENTS_1504;Condiments intake [g/d];decimal
120;SOUP_BOUILLON_16;Intake of soups and broths [g/d];decimal
121;SOUP_1601;Intake of soups [g/d];decimal
122;BOUILLON_1602;Intake of mixed vegetables soup, clear meat soup [g/d];decimal
123;MISCELLANEOUS_17;Intake of miscellaneous [g/d];decimal
124;VEG_DISHES_1700;Intake of vegetarian products and dishes [g/d];decimal
125;SOY_PROD_1701;Intake of soy products [g/d];decimal
126;DIET_PROD_1702;Intake of food for weight reduction [g/d];decimal
127;ART_SWEETENER_170201;Intake of artificial sweeteners (e.g., aspartam, saccharine) [g/d];decimal
128;SNACKS_1703;Intake of snacks other than chips and similar [g/d];decimal
129;AMPHIBIANS_1704;Intake of amphibians, reptiles, snails, insects [g/d];decimal
